학수번호,분반,교과목명,이수구분,학년,학점,이론,실습,요일 및 강의시간,강의실,교수명,강의언어
9063,1,English for Professional Purposes 1,중핵필수,1,2,2,0,화12:00-13:30,세204,박선영,영어
9063,2,English for Professional Purposes 1,중핵필수,1,2,2,0,수12:00-13:30,세204,변혜원,영어
9064,1,English for Professional Purposes 2,중핵필수,1,2,2,0,월15:00-16:30,세203,옥성수,영어
9064,2,English for Professional Purposes 2,중핵필수,1,2,2,0,월18:00-19:30,Lab-D,옥성수,영어
9064,3,English for Professional Purposes 2,중핵필수,1,2,2,0,수13:30-15:00,세203,이숙영,영어
9067,1,문제해결을위한글쓰기와발표,중핵필수,1,2,2,0,월10:30-12:00,광705,오현화,한국어
9067,2,문제해결을위한글쓰기와발표,중핵필수,1,2,2,0,월10:30-12:00,광709,최수임,한국어
9067,3,문제해결을위한글쓰기와발표,중핵필수,1,2,2,0,월10:30-12:00,광710,김우영,한국어
9067,4,문제해결을위한글쓰기와발표,중핵필수,1,2,2,0,수10:30-12:00,광705,오현화,한국어
9067,5,문제해결을위한글쓰기와발표,중핵필수,1,2,2,0,수10:30-12:00,광709,이지영,한국어
9067,6,문제해결을위한글쓰기와발표,중핵필수,1,2,2,0,월13:30-15:00,광705,오현화,한국어
9067,7,문제해결을위한글쓰기와발표,중핵필수,1,2,2,0,월13:30-15:00,광709,최수임,한국어
9067,8,문제해결을위한글쓰기와발표,중핵필수,1,2,2,0,화13:30-15:00,광705,김우영,한국어
9067,9,문제해결을위한글쓰기와발표,중핵필수,1,2,2,0,화13:30-15:00,광709,최수임,한국어
9067,10,문제해결을위한글쓰기와발표,중핵필수,1,2,2,0,월12:00-13:30,광705,오현화,한국어
9067,11,문제해결을위한글쓰기와발표,중핵필수,1,2,2,0,월12:00-13:30,광709,이지영,한국어
9067,12,문제해결을위한글쓰기와발표,중핵필수,1,2,2,0,월12:00-13:30,광710,황성근,한국어
9067,13,문제해결을위한글쓰기와발표,중핵필수,1,2,2,0,월15:00-16:30,광705,김우영,한국어
9067,14,문제해결을위한글쓰기와발표,중핵필수,1,2,2,0,월15:00-16:30,광709,이지영,한국어
9067,15,문제해결을위한글쓰기와발표,중핵필수,1,2,2,0,월15:00-16:30,광710,김용철,한국어
9067,16,문제해결을위한글쓰기와발표,중핵필수,1,2,2,0,수15:00-16:30,광705,김우영,한국어
9067,17,문제해결을위한글쓰기와발표,중핵필수,1,2,2,0,수15:00-16:30,광709,최수임,한국어
9067,18,문제해결을위한글쓰기와발표,중핵필수,1,2,2,0,월16:30-18:00,광705,이지영,한국어
9067,19,문제해결을위한글쓰기와발표,중핵필수,1,2,2,0,월16:30-18:00,광709,황의봉,한국어
9067,20,문제해결을위한글쓰기와발표,중핵필수,1,2,2,0,월16:30-18:00,광710,김용철,한국어
9067,21,문제해결을위한글쓰기와발표,중핵필수,1,2,2,0,수16:30-18:00,광705,김우영,한국어
9067,22,문제해결을위한글쓰기와발표,중핵필수,1,2,2,0,수16:30-18:00,광709,최수임,한국어
9067,23,문제해결을위한글쓰기와발표,중핵필수,1,2,2,0,화12:00-13:30,광705,오현화,한국어
9067,24,문제해결을위한글쓰기와발표,중핵필수,1,2,2,0,화12:00-13:30,광709,이지영,한국어
9067,25,문제해결을위한글쓰기와발표,중핵필수,1,2,2,0,화12:00-13:30,광710,최수임,한국어
9067,26,문제해결을위한글쓰기와발표,중핵필수,1,2,2,0,화10:30-12:00,광705,김우영,한국어
9067,27,문제해결을위한글쓰기와발표,중핵필수,1,2,2,0,화10:30-12:00,광710,이지영,한국어
9067,28,문제해결을위한글쓰기와발표,중핵필수,1,2,2,0,월13:30-15:00,광710,황의봉,한국어
9067,29,문제해결을위한글쓰기와발표,중핵필수,1,2,2,0,월13:30-15:00,광711,황성근,한국어
9067,30,문제해결을위한글쓰기와발표,중핵필수,1,2,2,0,수13:30-15:00,광705,오현화,한국어
9067,31,문제해결을위한글쓰기와발표,중핵필수,1,2,2,0,수13:30-15:00,광709,이지영,한국어
9067,32,문제해결을위한글쓰기와발표,중핵필수,1,2,2,0,수13:30-15:00,광710,황성근,한국어
9067,33,문제해결을위한글쓰기와발표,중핵필수,1,2,2,0,화16:30-18:00,광705,오현화,한국어
9067,34,문제해결을위한글쓰기와발표,중핵필수,1,2,2,0,화16:30-18:00,광709,황성근,한국어
9067,35,문제해결을위한글쓰기와발표,중핵필수,1,2,2,0,화09:00-10:30,광705,김우영,한국어
9067,36,문제해결을위한글쓰기와발표,중핵필수,1,2,2,0,화15:00-16:30,광705,오현화,한국어
9067,37,문제해결을위한글쓰기와발표,중핵필수,1,2,2,0,월09:00-10:30,광705,김우영,한국어
9067,38,문제해결을위한글쓰기와발표,중핵필수,1,2,2,0,월09:00-10:30,광709,최수임,한국어
9067,39,문제해결을위한글쓰기와발표,중핵필수,1,2,2,0,화15:00-16:30,광709,황의봉,한국어
9067,40,문제해결을위한글쓰기와발표,중핵필수,1,2,2,0,수15:00-16:30,광710,이지영,한국어
9067,41,문제해결을위한글쓰기와발표,중핵필수,1,2,2,0,화16:30-18:00,광710,황의봉,한국어
9067,42,문제해결을위한글쓰기와발표,중핵필수,1,2,2,0,월18:00-20:00,광705,황성근,한국어
9352,1,사고와표현1,중핵필수,1,3,3,0,화목10:30-12:00,광711,손양숙,한국어
9352,2,사고와표현1,중핵필수,1,3,3,0,화목10:30-12:00,세205,박근희,한국어
9352,3,사고와표현1,중핵필수,1,3,3,0,화목09:00-10:30,광711,손양숙,영어
9352,4,사고와표현1,중핵필수,1,3,3,0,화목09:00-10:30,세205,이현주,영어
9353,1,사고와표현2,중핵필수,1,3,3,0,화목13:30-15:00,세204,김동희,한국어
9353,2,사고와표현2,중핵필수,1,3,3,0,화목13:30-15:00,세205,박근희,한국어
9353,3,사고와표현2,중핵필수,1,3,3,0,화목12:00-13:30,광711,김동희,영어
9353,4,사고와표현2,중핵필수,1,3,3,0,화목12:00-13:30,세205,이현주,영어
9354,1,한국의언어와문화1,중핵필수,1,3,3,0,월수10:30-12:00,광711,한솔,한국어
9354,2,한국의언어와문화1,중핵필수,1,3,3,0,월수10:30-12:00,광712,정영교,한국어
9354,3,한국의언어와문화1,중핵필수,1,3,3,0,월수09:00-10:30,광711,심지영,영어
9354,4,한국의언어와문화1,중핵필수,1,3,3,0,월수09:00-10:30,광712,한솔,영어
9355,1,한국의언어와문화2,중핵필수,1,3,3,0,월수13:30-15:00,광712,심지영,한국어
9355,2,한국의언어와문화2,중핵필수,1,3,3,0,월수13:30-15:00,세205,정영교,한국어
9355,3,한국의언어와문화2,중핵필수,1,3,3,0,월수12:00-13:30,광711,한솔,영어
9355,4,한국의언어와문화2,중핵필수,1,3,3,0,월수12:00-13:30,광712,정영교,영어
10353,1,English Listening Practice 2,중핵필수,1,2,2,0,수13:30-15:00,세108,Michael John Stokes,영어
10353,2,English Listening Practice 2,중핵필수,1,2,2,0,금12:00-13:30,세108,Kyle F McCullagh,영어
10353,3,English Listening Practice 2,중핵필수,1,2,2,0,금12:00-13:30,세202,Brandon Abbott,영어
10353,4,English Listening Practice 2,중핵필수,1,2,2,0,금12:00-13:30,세203,Joanne Kim-Yamada,영어
10353,5,English Listening Practice 2,중핵필수,1,2,2,0,금12:00-13:30,세204,Siwon Choi,영어
10353,6,English Listening Practice 2,중핵필수,1,2,2,0,금12:00-13:30,세103,Shion Kang,영어
10353,7,English Listening Practice 2,중핵필수,1,2,2,0,목10:30-12:00,세108,Brandon Abbott,영어
10353,8,English Listening Practice 2,중핵필수,1,2,2,0,수13:30-15:00,세202,Kyle F McCullagh,영어
10353,9,English Listening Practice 2,중핵필수,1,2,2,0,월13:30-15:00,세108,Michael John Stokes,영어
10353,10,English Listening Practice 2,중핵필수,1,2,2,0,월13:30-15:00,세202,Kyle F McCullagh,영어
10353,11,English Listening Practice 2,중핵필수,1,2,2,0,월13:30-15:00,세203,Siwon Choi,영어
10353,12,English Listening Practice 2,중핵필수,1,2,2,0,금09:00-10:30,세108,Laura Fitch,영어
10353,13,English Listening Practice 2,중핵필수,1,2,2,0,금09:00-10:30,세202,Brandon Abbott,영어
10353,14,English Listening Practice 2,중핵필수,1,2,2,0,금09:00-10:30,세203,Gordon Maccoy,영어
10353,15,English Listening Practice 2,중핵필수,1,2,2,0,수15:00-16:30,세108,Joanne Kim-Yamada,영어
10353,16,English Listening Practice 2,중핵필수,1,2,2,0,수15:00-16:30,세202,Shion Kang,영어
10353,17,English Listening Practice 2,중핵필수,1,2,2,0,수15:00-16:30,세203,Julian Kibum Chung,영어
10353,18,English Listening Practice 2,중핵필수,1,2,2,0,금15:00-16:30,세108,Kyle F McCullagh,영어
10353,19,English Listening Practice 2,중핵필수,1,2,2,0,금15:00-16:30,세202,Shion Kang,영어
10353,20,English Listening Practice 2,중핵필수,1,2,2,0,금15:00-16:30,세203,Gordon Maccoy,영어
10353,21,English Listening Practice 2,중핵필수,1,2,2,0,화13:30-15:00,세108,Brandon Abbott,영어
10353,22,English Listening Practice 2,중핵필수,1,2,2,0,화13:30-15:00,세202,Siwon Choi,영어
10353,23,English Listening Practice 2,중핵필수,1,2,2,0,화13:30-15:00,세203,Michael John Stokes,영어
10353,24,English Listening Practice 2,중핵필수,1,2,2,0,목13:30-15:00,세108,Michael John Stokes,영어
10353,25,English Listening Practice 2,중핵필수,1,2,2,0,목13:30-15:00,세202,Shion Kang,영어
10353,26,English Listening Practice 2,중핵필수,1,2,2,0,목13:30-15:00,세203,Siwon Choi,영어
10353,27,English Listening Practice 2,중핵필수,1,2,2,0,금09:00-10:30,세204,Joanne Kim-Yamada,영어
10353,28,English Listening Practice 2,중핵필수,1,2,2,0,금09:00-10:30,세103,Shion Kang,영어
10353,29,English Listening Practice 2,중핵필수,1,2,2,0,수09:00-10:30,세108,Laura Fitch,영어
10353,30,English Listening Practice 2,중핵필수,1,2,2,0,수09:00-10:30,세202,Christopher Hicks,영어
10353,31,English Listening Practice 2,중핵필수,1,2,2,0,수09:00-10:30,세203,Gordon Maccoy,영어
10353,32,English Listening Practice 2,중핵필수,1,2,2,0,월09:00-10:30,세108,Young In Chang,영어
10353,33,English Listening Practice 2,중핵필수,1,2,2,0,월09:00-10:30,세202,Gordon Maccoy,영어
10353,34,English Listening Practice 2,중핵필수,1,2,2,0,월10:30-12:00,세108,Gordon Maccoy,영어
10353,35,English Listening Practice 2,중핵필수,1,2,2,0,월10:30-12:00,세202,Siwon Choi,영어
10353,36,English Listening Practice 2,중핵필수,1,2,2,0,월10:30-12:00,세203,Young In Chang,영어
10353,37,English Listening Practice 2,중핵필수,1,2,2,0,수10:30-12:00,세108,Shion Kang,영어
10353,38,English Listening Practice 2,중핵필수,1,2,2,0,수10:30-12:00,세202,Laura Fitch,영어
10353,39,English Listening Practice 2,중핵필수,1,2,2,0,수10:30-12:00,세203,Christopher Hicks,영어
10353,40,English Listening Practice 2,중핵필수,1,2,2,0,월16:30-18:00,세108,Gordon Maccoy,영어
10353,41,English Listening Practice 2,중핵필수,1,2,2,0,월16:30-18:00,세202,Julian Kibum Chung,영어
10353,42,English Listening Practice 2,중핵필수,1,2,2,0,월16:30-18:00,세203,Michael Andrew Dirks,영어
10353,43,English Listening Practice 2,중핵필수,1,2,2,0,월16:30-18:00,세204,Siwon Choi,영어
10353,44,English Listening Practice 2,중핵필수,1,2,2,0,월16:30-18:00,세103,Michael John Stokes,영어
10353,45,English Listening Practice 2,중핵필수,1,2,2,0,수16:30-18:00,세108,Joanne Kim-Yamada,영어
10353,46,English Listening Practice 2,중핵필수,1,2,2,0,수16:30-18:00,세202,Michael Andrew Dirks,영어
10353,47,English Listening Practice 2,중핵필수,1,2,2,0,수16:30-18:00,세203,Michael John Stokes,영어
10353,48,English Listening Practice 2,중핵필수,1,2,2,0,수16:30-18:00,세204,Julian Kibum Chung,영어
10353,49,English Listening Practice 2,중핵필수,1,2,2,0,월12:00-13:30,세108,Julian Kibum Chung,영어
10353,50,English Listening Practice 2,중핵필수,1,2,2,0,월12:00-13:30,세202,Young In Chang,영어
10353,51,English Listening Practice 2,중핵필수,1,2,2,0,월12:00-13:30,세203,Michael Andrew Dirks,영어
10353,52,English Listening Practice 2,중핵필수,1,2,2,0,수12:00-13:30,세108,Kyle F McCullagh,영어
10353,53,English Listening Practice 2,중핵필수,1,2,2,0,수12:00-13:30,세202,Michael Andrew Dirks,영어
10353,54,English Listening Practice 2,중핵필수,1,2,2,0,수12:00-13:30,세203,Shion Kang,영어
10353,55,English Listening Practice 2,중핵필수,1,2,2,0,목15:00-16:30,세108,Michael John Stokes,영어
10353,56,English Listening Practice 2,중핵필수,1,2,2,0,화15:00-16:30,세108,Michael John Stokes,영어
10353,57,English Listening Practice 2,중핵필수,1,2,2,0,화15:00-16:30,세202,Joanne Kim-Yamada,영어
10353,58,English Listening Practice 2,중핵필수,1,2,2,0,화15:00-16:30,세203,Siwon Choi,영어
10353,59,English Listening Practice 2,중핵필수,1,2,2,0,화15:00-16:30,세204,Julian Kibum Chung,영어
10353,60,English Listening Practice 2,중핵필수,1,2,2,0,화09:00-10:30,세108,Young In Chang,영어
10353,61,English Listening Practice 2,중핵필수,1,2,2,0,화09:00-10:30,세202,Brandon Abbott,영어
10353,62,English Listening Practice 2,중핵필수,1,2,2,0,화09:00-10:30,세203,Laura Fitch,영어
10353,63,English Listening Practice 2,중핵필수,1,2,2,0,목09:00-10:30,세108,Laura Fitch,영어
10353,64,English Listening Practice 2,중핵필수,1,2,2,0,목09:00-10:30,세202,Young In Chang,영어
10353,65,English Listening Practice 2,중핵필수,1,2,2,0,목09:00-10:30,세203,Brandon Abbott,영어
10353,66,English Listening Practice 2,중핵필수,1,2,2,0,화16:30-18:00,세108,Julian Kibum Chung,영어
10353,67,English Listening Practice 2,중핵필수,1,2,2,0,화16:30-18:00,세202,Michael Andrew Dirks,영어
10353,68,English Listening Practice 2,중핵필수,1,2,2,0,화16:30-18:00,세203,Michael John Stokes,영어
10353,69,English Listening Practice 2,중핵필수,1,2,2,0,화16:30-18:00,세204,Joanne Kim-Yamada,영어
10353,70,English Listening Practice 2,중핵필수,1,2,2,0,목12:00-13:30,세108,Shion Kang,영어
10353,71,English Listening Practice 2,중핵필수,1,2,2,0,목12:00-13:30,세202,Young In Chang,영어
10353,72,English Listening Practice 2,중핵필수,1,2,2,0,목12:00-13:30,세203,Brandon Abbott,영어
10353,73,English Listening Practice 2,중핵필수,1,2,2,0,목12:00-13:30,세204,Siwon Choi,영어
10353,74,English Listening Practice 2,중핵필수,1,2,2,0,화12:00-13:30,세108,Joanne Kim-Yamada,영어
10353,75,English Listening Practice 2,중핵필수,1,2,2,0,화12:00-13:30,세202,Young In Chang,영어
10353,76,English Listening Practice 2,중핵필수,1,2,2,0,화12:00-13:30,세203,Laura Fitch,영어
10353,77,English Listening Practice 2,중핵필수,1,2,2,0,월15:00-16:30,세108,Kyle F McCullagh,영어
10353,78,English Listening Practice 2,중핵필수,1,2,2,0,월15:00-16:30,세202,Gordon Maccoy,영어
10353,79,English Listening Practice 2,중핵필수,1,2,2,0,금10:30-12:00,세108,Laura Fitch,영어
10353,80,English Listening Practice 2,중핵필수,1,2,2,0,금10:30-12:00,세202,Brandon Abbott,영어
10353,81,English Listening Practice 2,중핵필수,1,2,2,0,화10:30-12:00,세108,Brandon Abbott,영어
10353,82,English Listening Practice 2,중핵필수,1,2,2,0,화10:30-12:00,세202,Julian Kibum Chung,영어
10353,83,English Listening Practice 2,중핵필수,1,2,2,0,화10:30-12:00,세203,Laura Fitch,영어
10353,84,English Listening Practice 2,중핵필수,1,2,2,0,목10:30-12:00,세202,Gareth David Rahman,영어
10353,85,English Listening Practice 2,중핵필수,1,2,2,0,목10:30-12:00,세203,Laura Fitch,영어
10353,86,English Listening Practice 2,중핵필수,1,2,2,0,목10:30-12:00,세204,Young In Chang,영어
10353,87,English Listening Practice 2,중핵필수,1,2,2,0,금16:30-18:00,세108,Gareth David Rahman,영어
10353,88,English Listening Practice 2,중핵필수,1,2,2,0,금16:30-18:00,세202,Christopher Hicks,영어
10353,89,English Listening Practice 2,중핵필수,1,2,2,0,금16:30-18:00,세203,Siwon Choi,영어
10353,90,English Listening Practice 2,중핵필수,1,2,2,0,금16:30-18:00,세204,Gordon Maccoy,영어
10353,91,English Listening Practice 2,중핵필수,1,2,2,0,금10:30-12:00,세203,Joanne Kim-Yamada,영어
10353,92,English Listening Practice 2,중핵필수,1,2,2,0,목15:00-16:30,세202,Michael Andrew Dirks,영어
10353,93,English Listening Practice 2,중핵필수,1,2,2,0,목15:00-16:30,세203,Joanne Kim-Yamada,영어
10353,94,English Listening Practice 2,중핵필수,1,2,2,0,목16:30-18:00,세108,Michael John Stokes,영어
10353,95,English Listening Practice 2,중핵필수,1,2,2,0,목16:30-18:00,세202,박선영,영어
10353,96,English Listening Practice 2,중핵필수,1,2,2,0,목16:30-18:00,세203,유기윤,영어
10353,97,English Listening Practice 2,중핵필수,1,2,2,0,금13:30-15:00,세108,Siwon Choi,영어
10353,98,English Listening Practice 2,중핵필수,1,2,2,0,금13:30-15:00,세202,옥성수,영어
10353,99,English Listening Practice 2,중핵필수,1,2,2,0,금13:30-15:00,세203,유기윤,영어
10353,100,English Listening Practice 2,중핵필수,1,2,2,0,목16:30-18:00,세204,Michael Andrew Dirks,영어
10353,101,English Listening Practice 2,중핵필수,1,2,2,0,목16:30-18:00,세103,Joanne Kim-Yamada,영어
8364,1,세종사회봉사1,중핵필수,1,1,0,2,,,박현선,한국어
8364,2,세종사회봉사1,중핵필수,1,1,0,2,,,박현선,한국어
8364,3,세종사회봉사1,중핵필수,1,1,0,2,,,박현선,한국어
8364,4,세종사회봉사1,중핵필수,1,1,0,2,,,박현선,한국어
8364,5,세종사회봉사1,중핵필수,1,1,0,2,,,박현선,한국어
8364,6,세종사회봉사1,중핵필수,1,1,0,2,,,박현선,한국어
8364,7,세종사회봉사1,중핵필수,1,1,0,2,,,박현선,한국어
8364,8,세종사회봉사1,중핵필수,1,1,0,2,,,박현선,한국어
8364,9,세종사회봉사1,중핵필수,1,1,0,2,,,박현선,한국어
8364,10,세종사회봉사1,중핵필수,1,1,0,2,,,박현선,한국어
8364,11,세종사회봉사1,중핵필수,1,1,0,2,,,박현선,한국어
8364,12,세종사회봉사1,중핵필수,1,1,0,2,,,박현선,한국어
8364,13,세종사회봉사1,중핵필수,1,1,0,2,,,박현선,한국어
8364,14,세종사회봉사1,중핵필수,1,1,0,2,,,박현선,한국어
8364,15,세종사회봉사1,중핵필수,1,1,0,2,,,박현선,한국어
8364,16,세종사회봉사1,중핵필수,1,1,0,2,,,박현선,한국어
8364,17,세종사회봉사1,중핵필수,1,1,0,2,,,박현선,한국어
8364,18,세종사회봉사1,중핵필수,1,1,0,2,,,박현선,한국어
8364,19,세종사회봉사1,중핵필수,1,1,0,2,,,박현선,한국어
8364,20,세종사회봉사1,중핵필수,1,1,0,2,,,박현선,한국어
8364,21,세종사회봉사1,중핵필수,1,1,0,2,,,박현선,한국어
8364,22,세종사회봉사1,중핵필수,1,1,0,2,,,박현선,한국어
9068,1,서양철학:쟁점과토론,중핵필수,1,2,2,0,금13:30-15:00,광705,송대현,한국어
9068,2,서양철학:쟁점과토론,중핵필수,1,2,2,0,금13:30-15:00,광709,설민,한국어
9068,3,서양철학:쟁점과토론,중핵필수,1,2,2,0,금13:30-15:00,광710,박은미,한국어
9068,4,서양철학:쟁점과토론,중핵필수,1,2,2,0,금13:30-15:00,광711,한경자,한국어
9068,5,서양철학:쟁점과토론,중핵필수,1,2,2,0,목15:00-16:30,광705,이상헌,한국어
9068,6,서양철학:쟁점과토론,중핵필수,1,2,2,0,목15:00-16:30,광709,박은미,한국어
9068,7,서양철학:쟁점과토론,중핵필수,1,2,2,0,목15:00-16:30,광710,송대현,한국어
9068,8,서양철학:쟁점과토론,중핵필수,1,2,2,0,수12:00-13:30,광705,설민,한국어
9068,9,서양철학:쟁점과토론,중핵필수,1,2,2,0,수12:00-13:30,광709,최복희,한국어
9068,10,서양철학:쟁점과토론,중핵필수,1,2,2,0,금12:00-13:30,광705,송대현,한국어
9068,11,서양철학:쟁점과토론,중핵필수,1,2,2,0,금12:00-13:30,광709,설민,한국어
9068,12,서양철학:쟁점과토론,중핵필수,1,2,2,0,금12:00-13:30,광710,박은미,한국어
9068,13,서양철학:쟁점과토론,중핵필수,1,2,2,0,금12:00-13:30,광711,이상헌,한국어
9068,14,서양철학:쟁점과토론,중핵필수,1,2,2,0,수13:30-15:00,광711,박은미,한국어
9068,15,서양철학:쟁점과토론,중핵필수,1,2,2,0,금10:30-12:00,광705,이상헌,한국어
9068,16,서양철학:쟁점과토론,중핵필수,1,2,2,0,금10:30-12:00,광709,한경자,한국어
9068,17,서양철학:쟁점과토론,중핵필수,1,2,2,0,수16:30-18:00,광710,이상헌,한국어
9068,18,서양철학:쟁점과토론,중핵필수,1,2,2,0,수16:30-18:00,광711,박은미,한국어
9068,19,서양철학:쟁점과토론,중핵필수,1,2,2,0,금16:30-18:00,광705,송대현,한국어
9068,20,서양철학:쟁점과토론,중핵필수,1,2,2,0,금16:30-18:00,광709,설민,한국어
9068,21,서양철학:쟁점과토론,중핵필수,1,2,2,0,금16:30-18:00,광710,박은미,한국어
9068,22,서양철학:쟁점과토론,중핵필수,1,2,2,0,목16:30-18:00,광705,최복희,한국어
9068,23,서양철학:쟁점과토론,중핵필수,1,2,2,0,목16:30-18:00,광709,설민,한국어
9068,24,서양철학:쟁점과토론,중핵필수,1,2,2,0,목16:30-18:00,광710,송대현,한국어
9068,25,서양철학:쟁점과토론,중핵필수,1,2,2,0,목09:00-10:30,광705,박은미,한국어
9068,26,서양철학:쟁점과토론,중핵필수,1,2,2,0,목09:00-10:30,광709,설민,한국어
9068,27,서양철학:쟁점과토론,중핵필수,1,2,2,0,목09:00-10:30,광710,한경자,한국어
9068,28,서양철학:쟁점과토론,중핵필수,1,2,2,0,목12:00-13:30,광705,설민,한국어
9068,29,서양철학:쟁점과토론,중핵필수,1,2,2,0,목12:00-13:30,광709,최복희,한국어
9068,30,서양철학:쟁점과토론,중핵필수,1,2,2,0,목10:30-12:00,광705,박은미,한국어
9068,31,서양철학:쟁점과토론,중핵필수,1,2,2,0,목10:30-12:00,광709,송대현,한국어
9068,32,서양철학:쟁점과토론,중핵필수,1,2,2,0,목10:30-12:00,광710,한경자,한국어
9068,33,서양철학:쟁점과토론,중핵필수,1,2,2,0,금09:00-10:30,광705,이상헌,한국어
9068,34,서양철학:쟁점과토론,중핵필수,1,2,2,0,금09:00-10:30,광709,한경자,한국어
9068,35,서양철학:쟁점과토론,중핵필수,1,2,2,0,금09:00-10:30,광710,설민,한국어
9068,36,서양철학:쟁점과토론,중핵필수,1,2,2,0,금09:00-10:30,광711,최복희,한국어
9068,37,서양철학:쟁점과토론,중핵필수,1,2,2,0,목13:30-15:00,광705,박은미,한국어
9068,38,서양철학:쟁점과토론,중핵필수,1,2,2,0,목13:30-15:00,광709,설민,한국어
9068,39,서양철학:쟁점과토론,중핵필수,1,2,2,0,목13:30-15:00,광710,이상헌,한국어
9068,40,서양철학:쟁점과토론,중핵필수,1,2,2,0,목13:30-15:00,광711,최복희,한국어
9068,41,서양철학:쟁점과토론,중핵필수,1,2,2,0,수09:00-10:30,광705,최복희,한국어
9068,42,서양철학:쟁점과토론,중핵필수,1,2,2,0,수09:00-10:30,광709,송대현,한국어
9068,43,서양철학:쟁점과토론,중핵필수,1,2,2,0,목12:00-13:30,광710,송대현,한국어
9068,44,서양철학:쟁점과토론,중핵필수,1,2,2,0,금15:00-16:30,광705,한경자,한국어
9068,45,서양철학:쟁점과토론,중핵필수,1,2,2,0,월18:00-20:00,광709,이태하,한국어
9356,1,한국전통문화의이해,중핵필수,1,3,3,0,월15:00-18:00,광102,권정순,한국어
9356,2,한국전통문화의이해,중핵필수,1,3,3,0,금12:00-15:00,광102,권정순,한국어
9357,1,서양철학의이해,중핵필수,1,3,3,0,화목15:00-16:30,세205,David M Hindman,영어
9357,2,서양철학의이해,중핵필수,1,3,3,0,화목16:30-18:00,세205,David M Hindman,영어
8303,1,English Composition 1,중핵필수,1,2,2,0,월수12:00-13:00,세102,Michael John Stokes,영어
8303,2,English Composition 1,중핵필수,1,2,2,0,월수18:00-19:00,Lab-C,John P. Bernabei,영어
8304,1,English Composition 2,중핵필수,1,2,2,0,월수11:00-12:00,세204,Mark Alan Kaufmann,영어
8304,2,English Composition 2,중핵필수,1,2,2,0,화목14:00-15:00,세103,Todd Tate,영어
1993,1,심리학의이해,중핵필수선택,1,3,3,0,수금12:00-13:30,세103/세102,Grace Sungeun Park,영어
4627,1,채플2,중핵필수선택,1,0.5,0,1,화09:30-10:30,애101,이요섭,한국어
4627,2,채플2,중핵필수선택,1,0.5,0,1,화10:30-11:30,애101,이요섭,한국어
4627,3,채플2,중핵필수선택,1,0.5,0,1,수09:30-10:30,애101,이요섭,한국어
4627,4,채플2,중핵필수선택,1,0.5,0,1,수10:30-11:30,애101,이요섭,한국어
4627,5,채플2,중핵필수선택,1,0.5,0,1,화11:30-12:30,애101,이요섭,중국어
4794,1,채플4,중핵필수선택,1,0.5,0,1,화09:30-10:30,애101,이요섭,한국어
4794,2,채플4,중핵필수선택,1,0.5,0,1,화10:30-11:30,애101,이요섭,한국어
4794,3,채플4,중핵필수선택,1,0.5,0,1,수09:30-10:30,애101,이요섭,한국어
4794,4,채플4,중핵필수선택,1,0.5,0,1,수10:30-11:30,애101,이요섭,한국어
6270,1,동양의철학사상,중핵필수선택,1,3,3,0,수15:00-18:00,군311,최복희,한국어
6279,1,정보사회의사이버윤리,중핵필수선택,1,3,3,0,,,이상헌,한국어
6279,2,정보사회의사이버윤리,중핵필수선택,1,3,3,0,,,이상헌,한국어
6279,3,정보사회의사이버윤리,중핵필수선택,1,3,3,0,,,이상헌,한국어
6279,4,정보사회의사이버윤리,중핵필수선택,1,3,3,0,,,이상헌,한국어
7731,1,철학과인간이해,중핵필수선택,1,3,3,0,목12:00-15:00,군109B,이기백,한국어
8381,1,세종리더십,중핵필수선택,1,2,2,0,화13:00-15:00,군109B,황성근,한국어
8381,2,세종리더십,중핵필수선택,1,2,2,0,수10:00-12:00,군107,홍익희,한국어
8882,1,동서양의윤리,중핵필수선택,1,3,3,0,화15:00-18:00,군109B,조윤경,한국어
8936,1,정치경제학의이해,중핵필수선택,1,3,3,0,수10:30-13:30,군109B,호사카유지,한국어
9775,1,동양종교의이해,중핵필수선택,1,3,3,0,화목10:30-12:00,광102,김판임,한국어
9776,1,동양의철학사상-공맹과성리학,중핵필수선택,1,3,3,0,금13:30-16:30,군107,최복희,한국어
10360,1,청년에게들려주는통일이야기,중핵필수선택,1,1,1,0,화13:30-15:00,충B107,전권천,한국어
10427,1,SHP고전강좌:Reading Intellectus 2,중핵필수선택,1,3,3,0,수18:00-21:00,광709,정연철,한국어
4630,1,정보사회와정보이용,중핵필수선택,1,3,3,0,화목10:30-12:00,집401,신은자,한국어
4630,2,정보사회와정보이용,중핵필수선택,1,3,3,0,화목13:30-15:00,집401,신은자,한국어
4798,1,세계경제의이해,중핵필수선택,1,3,3,0,금12:00-15:00,집301,이종은,한국어
8365,1,세종사회봉사2,중핵필수선택,1,1,0,2,,,박현선,한국어
8935,1,현대사회와다문화주의,중핵필수선택,1,3,3,0,목15:00-18:00,군109B,문종현,한국어
9455,1,경제학의이해,중핵필수선택,1,3,3,0,월수12:00-13:30,군311,맹해양,중국어
9455,2,경제학의이해,중핵필수선택,1,3,3,0,월수13:30-15:00,군311,Gordon Maccoy,영어
10108,1,주제탐구와발표(SHP),중핵필수선택,1,1,0,2,수18:00-20:00,광710,김희정,한국어
9035,1,창업의이론과실제,중핵필수선택,1,3,3,0,수09:00-12:00,광102,김수진,한국어
